Date,Open_PXD,High_PXD,Low_PXD,Close_PXD,Volume_PXD,AdjClose_PXD
2014-11-05,173.410004,175.880005,170.529999,172.860001,8285000,172.711067
2014-11-06,172.279999,175.410004,171.059998,174.830002,4571900,174.679371
2014-11-07,175.229996,179.880005,174.789993,176.699997,3469700,176.547755
2014-11-10,179.270004,180.679993,170.509995,171.860001,2204100,171.711929
2014-11-11,171.580002,173.309998,167.759995,171.779999,2189100,171.631996
2014-11-12,169.179993,173.490005,169.100006,170.410004,1657700,170.263181
2014-11-13,168.910004,169.880005,163.820007,165.169998,2475300,165.02769
2014-11-14,167.410004,171.0,165.419998,170.630005,2139900,170.482993
2014-11-17,169.210007,169.210007,164.289993,165.039993,2302800,164.897797
2014-11-18,165.0,167.919998,164.0,166.960007,1740700,166.816156
2014-11-19,167.910004,169.690002,165.410004,168.839996,1521600,168.694526
2014-11-20,168.860001,173.149994,168.5,172.539993,1772900,172.391335
2014-11-21,176.789993,177.830002,174.389999,176.190002,2032600,176.0382
2014-11-24,174.910004,176.630005,170.160004,171.0,2176800,170.852669
2014-11-25,173.449997,174.860001,166.190002,166.710007,2960800,166.566372
2014-11-26,165.889999,165.889999,160.5,160.809998,2921300,160.671446
2014-11-28,148.440002,148.589996,139.059998,143.229996,3341200,143.106591
2014-12-01,142.139999,145.860001,140.110001,144.839996,3935400,144.715204
2014-12-02,143.970001,150.270004,143.970001,146.369995,3072600,146.243885
2014-12-03,147.360001,153.800003,147.130005,150.729996,2377000,150.600129
2014-12-04,142.410004,147.320007,142.139999,145.529999,3434800,145.404612
2014-12-05,145.139999,146.990005,142.800003,143.0,3166300,142.876793
2014-12-08,138.990005,139.779999,131.940002,133.369995,3663600,133.255086
2014-12-09,133.130005,137.580002,133.009995,136.330002,2572400,136.212542
2014-12-10,132.350006,134.330002,130.059998,131.550003,3115400,131.436662
2014-12-11,131.550003,136.0,130.460007,130.600006,2684300,130.487483
2014-12-12,128.0,134.580002,127.309998,131.25,3255600,131.136917
2014-12-15,133.929993,136.039993,131.720001,132.169998,2936500,132.056122
2014-12-16,131.660004,139.289993,130.740005,134.800003,3803500,134.683861
2014-12-17,134.880005,146.220001,134.830002,144.800003,3882500,144.675246
2014-12-18,149.479996,151.5,143.270004,147.940002,3418700,147.81254
2014-12-19,150.940002,153.050003,146.809998,152.699997,4273700,152.568433
